BTOT,yr,RELI,wkt,WT1,WT2,WT3,WT4,WT5,WT6
5,2014,68522442,POINT(8.566095 47.343152),0,0,0,0,0,3
20,2014,68752488,POINT(8.597426 47.38422),10,0,3,2,1,1
89,2014,68282508,POINT(8.535561 47.402814),3,15,42,6,0,0
39,2014,68712460,POINT(8.591585 47.359091),2,4,8,8,1,0
23,2014,68572446,POINT(8.572787 47.346684),0,0,0,2,7,0
7,2014,68562448,POINT(8.571502 47.348496),0,0,0,0,0,2
96,2014,68122522,POINT(8.514621 47.415604),9,20,18,11,3,0
58,2014,68252444,POINT(8.530407 47.345294),0,4,9,10,4,10
77,2014,68222464,POINT(8.526804 47.363318),0,9,33,7,0,1
42,2014,68402512,POINT(8.551531 47.406259),2,2,6,10,2,0
120,2014,68722465,POINT(8.593006 47.363575),0,0,1,6,0,7
178,2014,68522521,POINT(8.567599 47.414199),12,6,25,14,9,2
47,2014,68082478,POINT(8.508526 47.376082),1,0,34,0,1,0
228,2014,68302490,POINT(8.537876 47.386601),10,13,35,27,9,0
14,2014,68622447,POINT(8.579423 47.347518),0,0,0,0,0,4
3,2014,68412454,POINT(8.551766 47.354085),0,0,1,0,0,0
126,2014,68112482,POINT(8.51257 47.379642),2,7,51,4,0,0
56,2014,68312511,POINT(8.53959 47.405474),0,3,10,11,3,1
59,2014,68302500,POINT(8.538061 47.395594),0,10,6,15,1,2
